STARLINK-4711           
Time(t),Position x(r_x),y(r_y),z(r_z),Velocity x(v_x),y(v_y),z(v_z)
2459905.5243298854,-1378.2237102695733,5186.376934596833,-4197.810330765879,-4.8324508014806735,-4.448294128366175,-3.9134011248281393
2459905.525025025,-1665.1119599826159,4907.649103910823,-4423.118040625557,-4.717394396864023,-4.829916455976097,-3.586543788476462
2459905.5257201646,-1944.4456356528638,4606.654831277158,-4628.300610100582,-4.58097904290577,-5.189494948090283,-3.243485139569666
2459905.5264153043,-2214.9603880711,4284.766838631334,-4812.431598588225,-4.423834636701331,-5.525422485364769,-2.8857882023797017
2459905.527110444,-2475.432451643224,3943.451139076425,-4974.680347387161,-4.246682155890704,-5.8362004765217925,-2.5150783031871247
2459905.5278055836,-2724.6840088781355,3584.260340282609,-5114.31550237327,-4.05033009912482,-6.120444719046363,-2.133035763294477
2459905.5285007227,-2961.588178158149,3208.8268685293474,-5230.708024506018,-3.835670793798491,-6.376890570414866,-1.7413887547211704
2459905.5291958624,-3185.0745438444833,2818.8546145641426,-5323.334119307473,-3.6036757086175695,-6.604398432993753,-1.341904758405177
2459905.529891002,-3394.1328530888854,2416.112833404025,-5391.776950408715,-3.355391980935621,-6.801957032951764,-0.9363845995288557
2459905.5305861416,-3587.8180427770135,2002.4272931782696,-5435.728695349922,-3.0919372978595314,-6.968687944120002,-0.526653824505324
2459905.5312812813,-3765.2541798455445,1579.6724520408434,-5454.991731825171,-2.8144952741510174,-7.103848741052444,-0.11455535646653812
2459905.531976421,-3925.6382728960234,1149.7632028958287,-5449.479452734752,-2.5243104985331364,-7.206835859141282,0.29805812418596994
2459905.5326715605,-4068.2437807442298,714.6464604758345,-5419.216623529514,-2.2226833939950876,-7.277186986073098,0.709331807462991
2459905.5333667,-4192.423806953013,276.29261868315666,-5364.339281530852,-1.9109648972882693,-7.3145829863558225,1.11741638382003
